modelo,hiperpar,ks_train,auc_train,ks_val,auc_val,dif_auc,dif_ks
RF,ntrees:400-minobj:90-varstry:120,71.1490821317411,92.59494519610126,36.20046620046621,66.56177156177156,26.0331736343297,34.94861593127489
RF,ntrees:400-minobj:140-varstry:50,61.59351246056448,88.75479048889453,34.638694638694645,65.96736596736596,22.787424521528564,26.954817821869838
RF,ntrees:200-minobj:100-varstry:70,68.41135742869847,91.5863840719332,36.08391608391608,65.33799533799534,26.24838873393786,32.327441344782386
RF,ntrees:500-minobj:80-varstry:130,71.90285629591988,93.39671247185699,34.68531468531469,66.68997668997669,26.706735781880298,37.21754161060519
RF,ntrees:200-minobj:110-varstry:120,67.5834762539965,90.85660646354287,34.638694638694645,65.2913752913753,25.56523117216757,32.94478161530185
RF,ntrees:100-minobj:150-varstry:120,60.047851955366404,87.81221989314474,33.83449883449884,65.25641025641026,22.55580963673448,26.213353120867566
RF,ntrees:300-minobj:100-varstry:60,69.58648288128056,91.66331420666681,34.54545454545455,66.43356643356644,25.22974777310037,35.04102833582601
RF,ntrees:200-minobj:140-varstry:130,62.0169810921256,88.6270441183736,36.15384615384616,65.4079254079254,23.2191187104482,25.863134938279437
RF,ntrees:300-minobj:50-varstry:60,81.99834847233691,96.5882543917226,36.95804195804197,66.84149184149184,29.746762550230756,45.04030651429495
RF,ntrees:100-minobj:60-varstry:70,78.43485993775012,95.6777968338662,36.17715617715618,66.3986013986014,29.279195435264796,42.25770376059394
RF,ntrees:400-minobj:50-varstry:150,82.40276101547778,96.67224233698222,36.15384615384616,67.14452214452214,29.52772019246008,46.24891486163162
RF,ntrees:100-minobj:130-varstry:70,62.59501577420653,88.8938293562571,33.811188811188806,65.15151515151516,23.742314204741945,28.783826963017724
RF,ntrees:300-minobj:140-varstry:110,61.61256854898474,88.6700967625823,34.638694638694645,65.97902097902097,22.69107578356133,26.973873910290095
RF,ntrees:300-minobj:150-varstry:70,61.63162463740499,88.22122001312752,33.12354312354313,65.74592074592076,22.475299267206765,28.50808151386186
RF,ntrees:100-minobj:70-varstry:80,75.00264667894726,94.5379604339142,36.06060606060606,66.09557109557109,28.442389338343105,38.942040618341196
RF,ntrees:500-minobj:80-varstry:60,71.90285629591988,93.39671247185699,34.68531468531469,66.68997668997669,26.706735781880298,37.21754161060519
RF,ntrees:400-minobj:100-varstry:120,69.5293146160198,91.74800793297902,33.88111888111889,66.77156177156178,24.976446161417243,35.648195734900916
RF,ntrees:200-minobj:130-varstry:60,63.24927480996845,89.44575013939175,34.61538461538461,64.81351981351982,24.63223032587193,28.633890194583834
RF,ntrees:500-minobj:110-varstry:90,66.6031463719325,90.97164877511699,35.41958041958042,66.81818181818183,24.153466956935162,31.183565952352076
RF,ntrees:400-minobj:50-varstry:140,82.40276101547778,96.67224233698222,36.15384615384616,67.14452214452214,29.52772019246008,46.24891486163162
RF,ntrees:200-minobj:60-varstry:150,79.26274111245209,95.53875796650362,34.66200466200466,66.03729603729603,29.501461929207593,44.60073645044743
RF,ntrees:500-minobj:100-varstry:90,68.68026000973978,91.74518480876863,33.88111888111889,66.94638694638695,24.798797862381676,34.799141128620896
RF,ntrees:500-minobj:50-varstry:100,82.03646064917741,96.64118797066774,36.22377622377622,67.34265734265735,29.298530628010397,45.812684425401194
RF,ntrees:100-minobj:70-varstry:50,75.00264667894726,94.5379604339142,36.06060606060606,66.09557109557109,28.442389338343105,38.942040618341196
RF,ntrees:300-minobj:110-varstry:50,67.67875669609774,90.95047534353893,34.638694638694645,66.5034965034965,24.44697884004242,33.04006205740309
RF,ntrees:200-minobj:60-varstry:70,79.26274111245209,95.53875796650362,34.66200466200466,66.03729603729603,29.501461929207593,44.60073645044743
RF,ntrees:200-minobj:140-varstry:80,62.0169810921256,88.6270441183736,36.15384615384616,65.4079254079254,23.2191187104482,25.863134938279437
RF,ntrees:200-minobj:90-varstry:50,70.59010353808041,92.49543006768441,36.10722610722611,65,27.49543006768441,34.4828774308543
RF,ntrees:200-minobj:130-varstry:120,63.24927480996845,89.44575013939175,34.61538461538461,64.81351981351982,24.63223032587193,28.633890194583834
RF,ntrees:300-minobj:90-varstry:80,71.4179847127824,92.5293075582093,34.592074592074596,66.06060606060606,26.468701497603234,36.8259101207078
RF,ntrees:100-minobj:110-varstry:100,65.79008659933517,90.6378143372363,34.592074592074596,66.08391608391608,24.553898253320227,31.198012007260573
RF,ntrees:200-minobj:60-varstry:130,79.26274111245209,95.53875796650362,34.66200466200466,66.03729603729603,29.501461929207593,44.60073645044743
RF,ntrees:200-minobj:70-varstry:140,75.1381566410468,94.41727187391928,37.69230769230769,65.990675990676,28.42659588324328,37.44584894873911
RF,ntrees:300-minobj:90-varstry:120,71.4179847127824,92.5293075582093,34.592074592074596,66.06060606060606,26.468701497603234,36.8259101207078
RF,ntrees:300-minobj:80-varstry:60,72.57405407694425,93.31766499396558,34.592074592074596,66.13053613053613,27.18712886342945,37.981979484869655
RF,ntrees:500-minobj:150-varstry:140,60.57083571534439,88.26780156259925,33.14685314685315,65.58275058275058,22.68505097984867,27.42398256849124
RF,ntrees:100-minobj:80-varstry:120,71.43915814436046,93.24355798344239,34.47552447552448,66.07226107226107,27.171296911181315,36.96363366883598
RF,ntrees:400-minobj:110-varstry:60,67.13883419085731,90.98717595827422,35.41958041958042,66.74825174825175,24.238924210022475,31.71925377127689
RF,ntrees:100-minobj:130-varstry:60,62.59501577420653,88.8938293562571,33.811188811188806,65.15151515151516,23.742314204741945,28.783826963017724
RF,ntrees:300-minobj:110-varstry:120,67.67875669609774,90.95047534353893,34.638694638694645,66.5034965034965,24.44697884004242,33.04006205740309
RF,ntrees:200-minobj:140-varstry:70,62.0169810921256,88.6270441183736,36.15384615384616,65.4079254079254,23.2191187104482,25.863134938279437
RF,ntrees:500-minobj:80-varstry:150,71.90285629591988,93.39671247185699,34.68531468531469,66.68997668997669,26.706735781880298,37.21754161060519
RF,ntrees:100-minobj:150-varstry:100,60.047851955366404,87.81221989314474,33.83449883449884,65.25641025641026,22.55580963673448,26.213353120867566
RF,ntrees:400-minobj:130-varstry:90,62.86603569840564,89.48668544044267,33.88111888111889,66.13053613053613,23.35614930990654,28.984916817286752
RF,ntrees:100-minobj:80-varstry:100,71.43915814436046,93.24355798344239,34.47552447552448,66.07226107226107,27.171296911181315,36.96363366883598
RF,ntrees:200-minobj:80-varstry:90,71.70806072540177,93.32048811817599,36.13053613053613,65.66433566433567,27.65615245384032,35.577524594865636
RF,ntrees:200-minobj:120-varstry:150,64.90503715937241,89.8805112677945,34.61538461538461,65.06993006993007,24.810581197864437,30.2896525439878
RF,ntrees:500-minobj:150-varstry:50,60.57083571534439,88.26780156259925,33.14685314685315,65.58275058275058,22.68505097984867,27.42398256849124
RF,ntrees:100-minobj:80-varstry:50,71.43915814436046,93.24355798344239,34.47552447552448,66.07226107226107,27.171296911181315,36.96363366883598
RF,ntrees:500-minobj:70-varstry:140,75.79241567680874,94.49561357075808,36.20046620046621,66.86480186480188,27.630811705956205,39.591949476342535
RF,ntrees:100-minobj:60-varstry:60,78.43485993775012,95.6777968338662,36.17715617715618,66.3986013986014,29.279195435264796,42.25770376059394
RF,ntrees:100-minobj:110-varstry:70,65.79008659933517,90.6378143372363,34.592074592074596,66.08391608391608,24.553898253320227,31.198012007260573
RF,ntrees:400-minobj:90-varstry:60,71.1490821317411,92.59494519610126,36.20046620046621,66.56177156177156,26.0331736343297,34.94861593127489
RF,ntrees:300-minobj:100-varstry:150,69.58648288128056,91.66331420666681,34.54545454545455,66.43356643356644,25.22974777310037,35.04102833582601
RF,ntrees:300-minobj:80-varstry:70,72.57405407694425,93.31766499396558,34.592074592074596,66.13053613053613,27.18712886342945,37.981979484869655
RF,ntrees:100-minobj:130-varstry:50,62.59501577420653,88.8938293562571,33.811188811188806,65.15151515151516,23.742314204741945,28.783826963017724
RF,ntrees:500-minobj:90-varstry:130,70.20474708335979,92.52295552873588,36.95804195804197,66.65501165501165,25.86794387372423,33.246705125317824
RF,ntrees:300-minobj:90-varstry:90,71.4179847127824,92.5293075582093,34.592074592074596,66.06060606060606,26.468701497603234,36.8259101207078
RF,ntrees:400-minobj:100-varstry:100,69.5293146160198,91.74800793297902,33.88111888111889,66.77156177156178,24.976446161417243,35.648195734900916
RF,ntrees:300-minobj:80-varstry:150,72.57405407694425,93.31766499396558,34.592074592074596,66.13053613053613,27.18712886342945,37.981979484869655
RF,ntrees:100-minobj:150-varstry:150,60.047851955366404,87.81221989314474,33.83449883449884,65.25641025641026,22.55580963673448,26.213353120867566
RF,ntrees:100-minobj:140-varstry:150,60.66823350060345,88.20322259628618,37.69230769230769,66.03729603729603,22.16592655899015,22.975925808295756
RF,ntrees:200-minobj:80-varstry:80,71.70806072540177,93.32048811817599,36.13053613053613,65.66433566433567,27.65615245384032,35.577524594865636
RF,ntrees:100-minobj:100-varstry:130,68.54898473395583,91.63720030772053,32.31934731934732,65.60606060606061,26.031139701659924,36.22963741460851
RF,ntrees:400-minobj:150-varstry:140,60.87573313006839,88.30732530154496,33.12354312354313,65.76923076923077,22.53809453231419,27.75219000652526
RF,ntrees:400-minobj:150-varstry:80,60.87573313006839,88.30732530154496,33.12354312354313,65.76923076923077,22.53809453231419,27.75219000652526
RF,ntrees:400-minobj:150-varstry:110,60.87573313006839,88.30732530154496,33.12354312354313,65.76923076923077,22.53809453231419,27.75219000652526
RF,ntrees:100-minobj:110-varstry:50,65.79008659933517,90.6378143372363,34.592074592074596,66.08391608391608,24.553898253320227,31.198012007260573
RF,ntrees:100-minobj:120-varstry:120,63.306443075229204,89.4986837183369,34.54545454545455,65.60606060606061,23.892623112276297,28.760988529774657
RF,ntrees:200-minobj:80-varstry:150,71.70806072540177,93.32048811817599,36.13053613053613,65.66433566433567,27.65615245384032,35.577524594865636
RF,ntrees:100-minobj:90-varstry:110,70.14757881809905,92.46578726347512,33.1002331002331,65.08158508158508,27.384202181890046,37.04734571786595
RF,ntrees:100-minobj:110-varstry:120,65.79008659933517,90.6378143372363,34.592074592074596,66.08391608391608,24.553898253320227,31.198012007260573
RF,ntrees:200-minobj:100-varstry:60,68.41135742869847,91.5863840719332,36.08391608391608,65.33799533799534,26.24838873393786,32.327441344782386
RF,ntrees:300-minobj:150-varstry:140,61.63162463740499,88.22122001312752,33.12354312354313,65.74592074592076,22.475299267206765,28.50808151386186
RF,ntrees:200-minobj:150-varstry:90,60.63012132376294,88.08500426997537,33.88111888111889,65.03496503496503,23.050039235010345,26.749002442644056
RF,ntrees:300-minobj:120-varstry:150,64.441339007813,90.06260277936579,35.37296037296037,66.35198135198135,23.71062142738444,29.06837863485263
RF,ntrees:200-minobj:50-varstry:100,81.09424294395393,96.50426644646298,36.91142191142192,66.30536130536132,30.198905141101662,44.18282103253201
RF,ntrees:200-minobj:130-varstry:70,63.24927480996845,89.44575013939175,34.61538461538461,64.81351981351982,24.63223032587193,28.633890194583834
RF,ntrees:300-minobj:110-varstry:60,67.67875669609774,90.95047534353893,34.638694638694645,66.5034965034965,24.44697884004242,33.04006205740309
RF,ntrees:300-minobj:50-varstry:50,81.99834847233691,96.5882543917226,36.95804195804197,66.84149184149184,29.746762550230756,45.04030651429495
RF,ntrees:100-minobj:150-varstry:70,60.047851955366404,87.81221989314474,33.83449883449884,65.25641025641026,22.55580963673448,26.213353120867566
RF,ntrees:500-minobj:100-varstry:50,68.68026000973978,91.74518480876863,33.88111888111889,66.94638694638695,24.798797862381676,34.799141128620896
RF,ntrees:200-minobj:70-varstry:120,75.1381566410468,94.41727187391928,37.69230769230769,65.990675990676,28.42659588324328,37.44584894873911
RF,ntrees:200-minobj:80-varstry:100,71.70806072540177,93.32048811817599,36.13053613053613,65.66433566433567,27.65615245384032,35.577524594865636
RF,ntrees:400-minobj:70-varstry:100,76.75792415676808,94.58242464022811,36.20046620046621,66.66666666666666,27.915757973561455,40.557457956301874
RF,ntrees:200-minobj:80-varstry:50,71.70806072540177,93.32048811817599,36.13053613053613,65.66433566433567,27.65615245384032,35.577524594865636
RF,ntrees:500-minobj:140-varstry:100,61.95981282686485,88.74561533521072,33.88111888111889,65.93240093240094,22.813214402809777,28.07869394574596
RF,ntrees:100-minobj:50-varstry:90,81.36314552499523,96.48379879593753,35.96736596736597,67.3892773892774,29.094521406660135,45.39577955762926
RF,ntrees:300-minobj:120-varstry:110,64.441339007813,90.06260277936579,35.37296037296037,66.35198135198135,23.71062142738444,29.06837863485263
RF,ntrees:300-minobj:80-varstry:90,72.57405407694425,93.31766499396558,34.592074592074596,66.13053613053613,27.18712886342945,37.981979484869655
RF,ntrees:200-minobj:150-varstry:110,60.63012132376294,88.08500426997537,33.88111888111889,65.03496503496503,23.050039235010345,26.749002442644056
RF,ntrees:300-minobj:130-varstry:130,63.693916873107625,89.40199171413045,33.88111888111889,65.95571095571096,23.44628075841949,29.812797991988738
RF,ntrees:500-minobj:110-varstry:150,66.6031463719325,90.97164877511699,35.41958041958042,66.81818181818183,24.153466956935162,31.183565952352076
RF,ntrees:500-minobj:80-varstry:140,71.90285629591988,93.39671247185699,34.68531468531469,66.68997668997669,26.706735781880298,37.21754161060519
RF,ntrees:400-minobj:150-varstry:50,60.87573313006839,88.30732530154496,33.12354312354313,65.76923076923077,22.53809453231419,27.75219000652526
RF,ntrees:200-minobj:60-varstry:90,79.26274111245209,95.53875796650362,34.66200466200466,66.03729603729603,29.501461929207593,44.60073645044743
RF,ntrees:400-minobj:130-varstry:80,62.86603569840564,89.48668544044267,33.88111888111889,66.13053613053613,23.35614930990654,28.984916817286752
RF,ntrees:200-minobj:140-varstry:100,62.0169810921256,88.6270441183736,36.15384615384616,65.4079254079254,23.2191187104482,25.863134938279437
RF,ntrees:100-minobj:90-varstry:80,70.14757881809905,92.46578726347512,33.1002331002331,65.08158508158508,27.384202181890046,37.04734571786595
RF,ntrees:100-minobj:110-varstry:150,65.79008659933517,90.6378143372363,34.592074592074596,66.08391608391608,24.553898253320227,31.198012007260573
